"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","GDP","TOT","USD_CAP","A","2007",38975.936529,
"DNK","GDP","TOT","USD_CAP","A","2008",41282.995471,
"DNK","GDP","TOT","USD_CAP","A","2009",40370.917614,
"DNK","GDP","TOT","USD_CAP","A","2010",43037.103809,
"DNK","GDP","TOT","USD_CAP","A","2011",44407.94207,
"DNK","GDP","TOT","USD_CAP","A","2012",44808.549212,
"DNK","GDP","TOT","USD_CAP","A","2013",46742.939663,
"DNK","GDP","TOT","USD_CAP","A","2014",47905.477079,
"DNK","GDP","TOT","USD_CAP","A","2015",49071.305043,
"DNK","GDP","TOT","USD_CAP","A","2016",51961.77129,
"DNK","GDP","TOT","USD_CAP","A","2017",55516.7128,
"DNK","GDP","TOT","USD_CAP","A","2018",57408.513808,
"DNK","GDP","TOT","USD_CAP","A","2019",60194.514128,
"FIN","GDP","TOT","USD_CAP","A","2000",26794.795288,
"FIN","GDP","TOT","USD_CAP","A","2001",27807.623062,
"FIN","GDP","TOT","USD_CAP","A","2002",28605.122922,
"FIN","GDP","TOT","USD_CAP","A","2003",29019.845392,
"FIN","GDP","TOT","USD_CAP","A","2004",31173.294699,
"FIN","GDP","TOT","USD_CAP","A","2005",32051.762889,
"FIN","GDP","TOT","USD_CAP","A","2006",34413.345045,
"FIN","GDP","TOT","USD_CAP","A","2007",37799.167686,
"FIN","GDP","TOT","USD_CAP","A","2008",40083.701943,
"FIN","GDP","TOT","USD_CAP","A","2009",38008.611626,
"FIN","GDP","TOT","USD_CAP","A","2010",38982.168686,
"FIN","GDP","TOT","USD_CAP","A","2011",40916.647325,
"FIN","GDP","TOT","USD_CAP","A","2012",40872.854802,
"FIN","GDP","TOT","USD_CAP","A","2013",41492.918416,
"FIN","GDP","TOT","USD_CAP","A","2014",41749.864733,
"FIN","GDP","TOT","USD_CAP","A","2015",42501.611531,
"FIN","GDP","TOT","USD_CAP","A","2016",44929.949421,
"FIN","GDP","TOT","USD_CAP","A","2017",47501.752555,
"FIN","GDP","TOT","USD_CAP","A","2018",49376.600849,
"FIN","GDP","TOT","USD_CAP","A","2019",51414.02997,
"FRA","GDP","TOT","USD_CAP","A","2000",26104.479381,
"FRA","GDP","TOT","USD_CAP","A","2001",27506.028115,
"FRA","GDP","TOT","USD_CAP","A","2002",28528.156107,
"FRA","GDP","TOT","USD_CAP","A","2003",28146.379252,
"FRA","GDP","TOT","USD_CAP","A","2004",29038.69886,
"FRA","GDP","TOT","USD_CAP","A","2005",30504.058784,
"FRA","GDP","TOT","USD_CAP","A","2006",32435.702917,
"FRA","GDP","TOT","USD_CAP","A","2007",34092.919573,
"FRA","GDP","TOT","USD_CAP","A","2008",35102.870428,
"FRA","GDP","TOT","USD_CAP","A","2009",34719.504985,
"FRA","GDP","TOT","USD_CAP","A","2010",35936.041871,
"FRA","GDP","TOT","USD_CAP","A","2011",37447.949543,
"FRA","GDP","TOT","USD_CAP","A","2012",37684.198067,
"FRA","GDP","TOT","USD_CAP","A","2013",39528.473644,
"FRA","GDP","TOT","USD_CAP","A","2014",40144.059485,
"FRA","GDP","TOT","USD_CAP","A","2015",40840.848298,
"FRA","GDP","TOT","USD_CAP","A","2016",42851.615696,
"FRA","GDP","TOT","USD_CAP","A","2017",44693.757759,
"FRA","GDP","TOT","USD_CAP","A","2018",46397.964403,"P"
"FRA","GDP","TOT","USD_CAP","A","2019",49144.871038,"P"
"DEU","GDP","TOT","USD_CAP","A","2000",27461.253515,
"DEU","GDP","TOT","USD_CAP","A","2001",28670.656532,
"DEU","GDP","TOT","USD_CAP","A","2002",29504.28924,
"DEU","GDP","TOT","USD_CAP","A","2003",30236.403891,
"DEU","GDP","TOT","USD_CAP","A","2004",31712.917409,
"DEU","GDP","TOT","USD_CAP","A","2005",32236.740986,
"DEU","GDP","TOT","USD_CAP","A","2006",34624.968884,
"DEU","GDP","TOT","USD_CAP","A","2007",36820.153243,
"DEU","GDP","TOT","USD_CAP","A","2008",38432.448211,
"DEU","GDP","TOT","USD_CAP","A","2009",37501.127561,
"DEU","GDP","TOT","USD_CAP","A","2010",39703.558088,
"DEU","GDP","TOT","USD_CAP","A","2011",42541.513126,
"DEU","GDP","TOT","USD_CAP","A","2012",43359.541048,
"DEU","GDP","TOT","USD_CAP","A","2013",44993.667838,
"DEU","GDP","TOT","USD_CAP","A","2014",47011.280402,
"DEU","GDP","TOT","USD_CAP","A","2015",47622.331224,
"DEU","GDP","TOT","USD_CAP","A","2016",50574.374725,
"DEU","GDP","TOT","USD_CAP","A","2017",53254.666043,
"DEU","GDP","TOT","USD_CAP","A","2018",54652.832717,
"DEU","GDP","TOT","USD_CAP","A","2019",56305.204166,
"GRC","GDP","TOT","USD_CAP","A","2000",19523.526196,
"GRC","GDP","TOT","USD_CAP","A","2001",20963.724019,
"GRC","GDP","TOT","USD_CAP","A","2002",22615.957435,
"GRC","GDP","TOT","USD_CAP","A","2003",23870.449224,
"GRC","GDP","TOT","USD_CAP","A","2004",25437.33352,
"GRC","GDP","TOT","USD_CAP","A","2005",25577.445437,
"GRC","GDP","TOT","USD_CAP","A","2006",28514.629395,
"GRC","GDP","TOT","USD_CAP","A","2007",29289.735539,
"GRC","GDP","TOT","USD_CAP","A","2008",30855.935774,
"GRC","GDP","TOT","USD_CAP","A","2009",30388.352093,
"GRC","GDP","TOT","USD_CAP","A","2010",28169.377084,
"GRC","GDP","TOT","USD_CAP","A","2011",26141.091034,"P"
"GRC","GDP","TOT","USD_CAP","A","2012",25284.405782,"P"
"GRC","GDP","TOT","USD_CAP","A","2013",26097.797516,"P"
"GRC","GDP","TOT","USD_CAP","A","2014",26838.582268,"P"
"GRC","GDP","TOT","USD_CAP","A","2015",26902.327613,"P"
"GRC","GDP","TOT","USD_CAP","A","2016",27823.314892,"P"
"GRC","GDP","TOT","USD_CAP","A","2017",29088.947934,"P"
"GRC","GDP","TOT","USD_CAP","A","2018",30354.314639,"P"
"GRC","GDP","TOT","USD_CAP","A","2019",31412.876602,"P"
"HUN","GDP","TOT","USD_CAP","A","2000",11857.619656,
"HUN","GDP","TOT","USD_CAP","A","2001",13213.573812,
"HUN","GDP","TOT","USD_CAP","A","2002",14526.388251,
"HUN","GDP","TOT","USD_CAP","A","2003",15464.411314,
"HUN","GDP","TOT","USD_CAP","A","2004",16228.99398,
"HUN","GDP","TOT","USD_CAP","A","2005",17073.551438,
"HUN","GDP","TOT","USD_CAP","A","2006",18339.61801,
"HUN","GDP","TOT","USD_CAP","A","2007",19044.41873,
"HUN","GDP","TOT","USD_CAP","A","2008",20696.728568,
"HUN","GDP","TOT","USD_CAP","A","2009",20693.725077,
"HUN","GDP","TOT","USD_CAP","A","2010",21714.587924,
"HUN","GDP","TOT","USD_CAP","A","2011",22999.830605,
"HUN","GDP","TOT","USD_CAP","A","2012",23206.255116,
"HUN","GDP","TOT","USD_CAP","A","2013",24498.658689,
"HUN","GDP","TOT","USD_CAP","A","2014",25642.556756,
"HUN","GDP","TOT","USD_CAP","A","2015",26784.655063,
"HUN","GDP","TOT","USD_CAP","A","2016",27908.845415,
"HUN","GDP","TOT","USD_CAP","A","2017",29832.097283,
"HUN","GDP","TOT","USD_CAP","A","2018",32085.979479,
"HUN","GDP","TOT","USD_CAP","A","2019",34502.977003,"P"
"ISL","GDP","TOT","USD_CAP","A","2000",29718.096683,
"ISL","GDP","TOT","USD_CAP","A","2001",31760.756029,
"ISL","GDP","TOT","USD_CAP","A","2002",32515.31575,
"ISL","GDP","TOT","USD_CAP","A","2003",32644.783203,
"ISL","GDP","TOT","USD_CAP","A","2004",35544.215175,
"ISL","GDP","TOT","USD_CAP","A","2005",37338.140559,
"ISL","GDP","TOT","USD_CAP","A","2006",39020.819624,
"ISL","GDP","TOT","USD_CAP","A","2007",41179.17306,
"ISL","GDP","TOT","USD_CAP","A","2008",43049.003029,
"ISL","GDP","TOT","USD_CAP","A","2009",41844.995325,
"ISL","GDP","TOT","USD_CAP","A","2010",39611.702362,
"ISL","GDP","TOT","USD_CAP","A","2011",40769.024789,
"ISL","GDP","TOT","USD_CAP","A","2012",41928.433451,
"ISL","GDP","TOT","USD_CAP","A","2013",44152.642793,
"ISL","GDP","TOT","USD_CAP","A","2014",45712.837676,
"ISL","GDP","TOT","USD_CAP","A","2015",48856.560901,
"ISL","GDP","TOT","USD_CAP","A","2016",53031.605301,
"ISL","GDP","TOT","USD_CAP","A","2017",55562.426662,
"ISL","GDP","TOT","USD_CAP","A","2018",57745.588159,
"ISL","GDP","TOT","USD_CAP","A","2019",60180.127409,
"IRL","GDP","TOT","USD_CAP","A","2000",30192.311633,
"IRL","GDP","TOT","USD_CAP","A","2001",32566.894887,
"IRL","GDP","TOT","USD_CAP","A","2002",35212.94778,
"IRL","GDP","TOT","USD_CAP","A","2003",36234.038837,
"IRL","GDP","TOT","USD_CAP","A","2004",38697.384726,
"IRL","GDP","TOT","USD_CAP","A","2005",40437.080879,
"IRL","GDP","TOT","USD_CAP","A","2006",44236.514428,
"IRL","GDP","TOT","USD_CAP","A","2007",46743.136391,
"IRL","GDP","TOT","USD_CAP","A","2008",44219.775877,
"IRL","GDP","TOT","USD_CAP","A","2009",41618.626641,
"IRL","GDP","TOT","USD_CAP","A","2010",43331.071567,
"IRL","GDP","TOT","USD_CAP","A","2011",44870.463335,
"IRL","GDP","TOT","USD_CAP","A","2012",46277.631709,
"IRL","GDP","TOT","USD_CAP","A","2013",47936.388703,
"IRL","GDP","TOT","USD_CAP","A","2014",51125.923299,
"IRL","GDP","TOT","USD_CAP","A","2015",69147.029059,
"IRL","GDP","TOT","USD_CAP","A","2016",72017.755243,
"IRL","GDP","TOT","USD_CAP","A","2017",78211.410456,
"IRL","GDP","TOT","USD_CAP","A","2018",84575.437304,
"IRL","GDP","TOT","USD_CAP","A","2019",88496.484165,
"ITA","GDP","TOT","USD_CAP","A","2000",27082.569617,
"ITA","GDP","TOT","USD_CAP","A","2001",28042.91591,
"ITA","GDP","TOT","USD_CAP","A","2002",28716.197174,
"ITA","GDP","TOT","USD_CAP","A","2003",29114.554187,
"ITA","GDP","TOT","USD_CAP","A","2004",29446.504335,
"ITA","GDP","TOT","USD_CAP","A","2005",30016.1557,
"ITA","GDP","TOT","USD_CAP","A","2006",32256.668217,
"ITA","GDP","TOT","USD_CAP","A","2007",33903.208045,
"ITA","GDP","TOT","USD_CAP","A","2008",35274.312724,
"ITA","GDP","TOT","USD_CAP","A","2009",34355.464458,
"ITA","GDP","TOT","USD_CAP","A","2010",34857.266561,
"ITA","GDP","TOT","USD_CAP","A","2011",36183.316026,
"ITA","GDP","TOT","USD_CAP","A","2012",36002.908697,
"ITA","GDP","TOT","USD_CAP","A","2013",36067.707344,
"ITA","GDP","TOT","USD_CAP","A","2014",36194.916674,
"ITA","GDP","TOT","USD_CAP","A","2015",36909.296843,
"ITA","GDP","TOT","USD_CAP","A","2016",39922.933208,
"ITA","GDP","TOT","USD_CAP","A","2017",41784.603781,
"ITA","GDP","TOT","USD_CAP","A","2018",42908.651993,
"ITA","GDP","TOT","USD_CAP","A","2019",44217.701658,
"JPN","GDP","TOT","USD_CAP","A","2000",26841.230714,
"JPN","GDP","TOT","USD_CAP","A","2001",27476.220857,
"JPN","GDP","TOT","USD_CAP","A","2002",28170.054375,
"JPN","GDP","TOT","USD_CAP","A","2003",28943.718166,
"JPN","GDP","TOT","USD_CAP","A","2004",30354.456682,
"JPN","GDP","TOT","USD_CAP","A","2005",31667.91436,
"JPN","GDP","TOT","USD_CAP","A","2006",33094.337692,
"JPN","GDP","TOT","USD_CAP","A","2007",34507.170073,
"JPN","GDP","TOT","USD_CAP","A","2008",34803.657814,
"JPN","GDP","TOT","USD_CAP","A","2009",33201.986952,
"JPN","GDP","TOT","USD_CAP","A","2010",34994.372225,
"JPN","GDP","TOT","USD_CAP","A","2011",35775.256332,
"JPN","GDP","TOT","USD_CAP","A","2012",37213.837398,
"JPN","GDP","TOT","USD_CAP","A","2013",39008.36056,
"JPN","GDP","TOT","USD_CAP","A","2014",39183.465681,
"JPN","GDP","TOT","USD_CAP","A","2015",40406.095333,
"JPN","GDP","TOT","USD_CAP","A","2016",39990.049446,
"JPN","GDP","TOT","USD_CAP","A","2017",40884.616367,
"JPN","GDP","TOT","USD_CAP","A","2018",41363.670243,
"JPN","GDP","TOT","USD_CAP","A","2019",43278.53872,"E"
"KOR","GDP","TOT","USD_CAP","A","2000",18551.304913,
"KOR","GDP","TOT","USD_CAP","A","2001",19693.511425,
"KOR","GDP","TOT","USD_CAP","A","2002",21396.719189,
"KOR","GDP","TOT","USD_CAP","A","2003",22074.166386,
"KOR","GDP","TOT","USD_CAP","A","2004",23785.049288,
"KOR","GDP","TOT","USD_CAP","A","2005",25186.638103,
"KOR","GDP","TOT","USD_CAP","A","2006",26878.154139,
"KOR","GDP","TOT","USD_CAP","A","2007",29059.549613,
"KOR","GDP","TOT","USD_CAP","A","2008",29945.899216,
"KOR","GDP","TOT","USD_CAP","A","2009",29644.334955,
"KOR","GDP","TOT","USD_CAP","A","2010",31740.531287,
"KOR","GDP","TOT","USD_CAP","A","2011",32546.517725,
"KOR","GDP","TOT","USD_CAP","A","2012",33557.030447,
"KOR","GDP","TOT","USD_CAP","A","2013",34244.239492,
"KOR","GDP","TOT","USD_CAP","A","2014",35324.260296,
"KOR","GDP","TOT","USD_CAP","A","2015",37907.460937,
"KOR","GDP","TOT","USD_CAP","A","2016",39566.864428,
"KOR","GDP","TOT","USD_CAP","A","2017",41000.995844,
"KOR","GDP","TOT","USD_CAP","A","2018",42240.271393,
"KOR","GDP","TOT","USD_CAP","A","2019",43039.059795,"E"
"LUX","GDP","TOT","USD_CAP","A","2000",55276.441725,
"LUX","GDP","TOT","USD_CAP","A","2001",55852.7417,
"LUX","GDP","TOT","USD_CAP","A","2002",58709.015363,
"LUX","GDP","TOT","USD_CAP","A","2003",59956.326538,
"LUX","GDP","TOT","USD_CAP","A","2004",63993.597562,
"LUX","GDP","TOT","USD_CAP","A","2005",68140.65238,
"LUX","GDP","TOT","USD_CAP","A","2006",77890.775557,
"LUX","GDP","TOT","USD_CAP","A","2007",83852.116754,
"LUX","GDP","TOT","USD_CAP","A","2008",86591.985457,
"LUX","GDP","TOT","USD_CAP","A","2009",82268.597591,
"LUX","GDP","TOT","USD_CAP","A","2010",85578.884609,
"LUX","GDP","TOT","USD_CAP","A","2011",91814.036613,
"LUX","GDP","TOT","USD_CAP","A","2012",91526.720705,
"LUX","GDP","TOT","USD_CAP","A","2013",95246.113893,
"LUX","GDP","TOT","USD_CAP","A","2014",100933.604548,
"LUX","GDP","TOT","USD_CAP","A","2015",103787.967646,
"LUX","GDP","TOT","USD_CAP","A","2016",110249.797049,
"LUX","GDP","TOT","USD_CAP","A","2017",112701.659716,
"LUX","GDP","TOT","USD_CAP","A","2018",116622.236253,
"LUX","GDP","TOT","USD_CAP","A","2019",120979.704436,
"MEX","GDP","TOT","USD_CAP","A","2000",10870.409495,
"MEX","GDP","TOT","USD_CAP","A","2001",10931.094798,
"MEX","GDP","TOT","USD_CAP","A","2002",10999.980338,
"MEX","GDP","TOT","USD_CAP","A","2003",11302.737522,
"MEX","GDP","TOT","USD_CAP","A","2004",11921.837001,
"MEX","GDP","TOT","USD_CAP","A","2005",12539.95753,
"MEX","GDP","TOT","USD_CAP","A","2006",13720.688226,
"MEX","GDP","TOT","USD_CAP","A","2007",14233.029479,
"MEX","GDP","TOT","USD_CAP","A","2008",14885.902438,
"MEX","GDP","TOT","USD_CAP","A","2009",14532.386518,
"MEX","GDP","TOT","USD_CAP","A","2010",15257.673556,
"MEX","GDP","TOT","USD_CAP","A","2011",16546.641414,
"MEX","GDP","TOT","USD_CAP","A","2012",17220.06914,
"MEX","GDP","TOT","USD_CAP","A","2013",17461.798268,
"MEX","GDP","TOT","USD_CAP","A","2014",18167.517949,
"MEX","GDP","TOT","USD_CAP","A","2015",18438.044081,
"MEX","GDP","TOT","USD_CAP","A","2016",19506.640994,
"MEX","GDP","TOT","USD_CAP","A","2017",20022.661214,"P"
"MEX","GDP","TOT","USD_CAP","A","2018",20659.867277,"E"
"MEX","GDP","TOT","USD_CAP","A","2019",20703.388782,"E"
"NLD","GDP","TOT","USD_CAP","A","2000",31881.783199,
"NLD","GDP","TOT","USD_CAP","A","2001",33194.742252,
"NLD","GDP","TOT","USD_CAP","A","2002",34447.053372,
"NLD","GDP","TOT","USD_CAP","A","2003",34112.961207,
"NLD","GDP","TOT","USD_CAP","A","2004",35776.830564,
"NLD","GDP","TOT","USD_CAP","A","2005",37625.252435,
"NLD","GDP","TOT","USD_CAP","A","2006",40964.575029,
"NLD","GDP","TOT","USD_CAP","A","2007",43892.697682,
"NLD","GDP","TOT","USD_CAP","A","2008",46419.042594,
"NLD","GDP","TOT","USD_CAP","A","2009",44600.864796,
"NLD","GDP","TOT","USD_CAP","A","2010",45075.085245,
"NLD","GDP","TOT","USD_CAP","A","2011",46599.227659,
"NLD","GDP","TOT","USD_CAP","A","2012",47271.968226,
"NLD","GDP","TOT","USD_CAP","A","2013",49242.786711,
"NLD","GDP","TOT","USD_CAP","A","2014",49233.230349,
"NLD","GDP","TOT","USD_CAP","A","2015",50301.845624,
"NLD","GDP","TOT","USD_CAP","A","2016",52284.122623,
"NLD","GDP","TOT","USD_CAP","A","2017",55348.891835,
"NLD","GDP","TOT","USD_CAP","A","2018",57560.090716,"P"
"NLD","GDP","TOT","USD_CAP","A","2019",59512.487141,"P"
"NZL","GDP","TOT","USD_CAP","A","2000",21476.293802,
"NZL","GDP","TOT","USD_CAP","A","2001",22390.710304,
"NZL","GDP","TOT","USD_CAP","A","2002",23180.064981,
"NZL","GDP","TOT","USD_CAP","A","2003",23863.518648,
"NZL","GDP","TOT","USD_CAP","A","2004",24996.542524,
"NZL","GDP","TOT","USD_CAP","A","2005",25590.127446,
"NZL","GDP","TOT","USD_CAP","A","2006",27679.017676,
"NZL","GDP","TOT","USD_CAP","A","2007",29307.787302,
"NZL","GDP","TOT","USD_CAP","A","2008",29784.428109,
"NZL","GDP","TOT","USD_CAP","A","2009",30595.040495,
"NZL","GDP","TOT","USD_CAP","A","2010",31175.229299,
"NZL","GDP","TOT","USD_CAP","A","2011",32680.389989,
"NZL","GDP","TOT","USD_CAP","A","2012",32924.631878,
"NZL","GDP","TOT","USD_CAP","A","2013",36100.25209,
"NZL","GDP","TOT","USD_CAP","A","2014",37133.665007,
"NZL","GDP","TOT","USD_CAP","A","2015",37403.074775,
"NZL","GDP","TOT","USD_CAP","A","2016",39906.374216,
"NZL","GDP","TOT","USD_CAP","A","2017",41556.325496,
"NZL","GDP","TOT","USD_CAP","A","2018",42621.539204,"P"
"NZL","GDP","TOT","USD_CAP","A","2019",43774.488674,"E"
"NOR","GDP","TOT","USD_CAP","A","2000",36950.055214,
"NOR","GDP","TOT","USD_CAP","A","2001",37778.384525,
"NOR","GDP","TOT","USD_CAP","A","2002",37981.68638,
"NOR","GDP","TOT","USD_CAP","A","2003",38550.330395,
"NOR","GDP","TOT","USD_CAP","A","2004",42510.535271,
"NOR","GDP","TOT","USD_CAP","A","2005",47800.540634,
"NOR","GDP","TOT","USD_CAP","A","2006",54091.407666,
"NOR","GDP","TOT","USD_CAP","A","2007",55874.241829,
"NOR","GDP","TOT","USD_CAP","A","2008",61719.343656,
"NOR","GDP","TOT","USD_CAP","A","2009",55414.359067,
"NOR","GDP","TOT","USD_CAP","A","2010",57961.360366,
"NOR","GDP","TOT","USD_CAP","A","2011",62077.845797,
"NOR","GDP","TOT","USD_CAP","A","2012",65349.216157,
"NOR","GDP","TOT","USD_CAP","A","2013",66956.285962,
"NOR","GDP","TOT","USD_CAP","A","2014",65895.667611,
"NOR","GDP","TOT","USD_CAP","A","2015",60368.910038,
"NOR","GDP","TOT","USD_CAP","A","2016",58917.28833,
"NOR","GDP","TOT","USD_CAP","A","2017",62940.203039,
"NOR","GDP","TOT","USD_CAP","A","2018",67639.112065,
"NOR","GDP","TOT","USD_CAP","A","2019",66830.56915,
"POL","GDP","TOT","USD_CAP","A","2000",10656.185652,
"POL","GDP","TOT","USD_CAP","A","2001",11101.220313,
"POL","GDP","TOT","USD_CAP","A","2002",11780.566974,
"POL","GDP","TOT","USD_CAP","A","2003",12260.405627,
"POL","GDP","TOT","USD_CAP","A","2004",13341.934768,
"POL","GDP","TOT","USD_CAP","A","2005",13897.472915,
"POL","GDP","TOT","USD_CAP","A","2006",15143.176341,
"POL","GDP","TOT","USD_CAP","A","2007",16788.670156,
"POL","GDP","TOT","USD_CAP","A","2008",18315.045643,
"POL","GDP","TOT","USD_CAP","A","2009",19095.054573,
"POL","GDP","TOT","USD_CAP","A","2010",20804.753607,
"POL","GDP","TOT","USD_CAP","A","2011",22576.179383,
