"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","HHDEBT","TOT","PC_NDI","A","2008",114.437,
"FIN","HHDEBT","TOT","PC_NDI","A","2009",114.8615,
"FIN","HHDEBT","TOT","PC_NDI","A","2010",116.7394,
"FIN","HHDEBT","TOT","PC_NDI","A","2011",120.157,
"FIN","HHDEBT","TOT","PC_NDI","A","2012",121.6654,
"FIN","HHDEBT","TOT","PC_NDI","A","2013",122.2347,
"FIN","HHDEBT","TOT","PC_NDI","A","2014",122.1285,
"FIN","HHDEBT","TOT","PC_NDI","A","2015",125.3838,
"FIN","HHDEBT","TOT","PC_NDI","A","2016",131.6701,
"FIN","HHDEBT","TOT","PC_NDI","A","2017",136.0301,
"FIN","HHDEBT","TOT","PC_NDI","A","2018",144.2559,
"FIN","HHDEBT","TOT","PC_NDI","A","2019",148.1673,
"FRA","HHDEBT","TOT","PC_NDI","A","2000",76.50024,
"FRA","HHDEBT","TOT","PC_NDI","A","2001",78.59366,
"FRA","HHDEBT","TOT","PC_NDI","A","2002",81.03689,
"FRA","HHDEBT","TOT","PC_NDI","A","2003",85.13754,
"FRA","HHDEBT","TOT","PC_NDI","A","2004",86.87676,
"FRA","HHDEBT","TOT","PC_NDI","A","2005",92.30894,
"FRA","HHDEBT","TOT","PC_NDI","A","2006",97.27893,
"FRA","HHDEBT","TOT","PC_NDI","A","2007",101.0741,
"FRA","HHDEBT","TOT","PC_NDI","A","2008",102.7998,
"FRA","HHDEBT","TOT","PC_NDI","A","2009",109.3832,
"FRA","HHDEBT","TOT","PC_NDI","A","2010",112.8121,
"FRA","HHDEBT","TOT","PC_NDI","A","2011",113.4587,
"FRA","HHDEBT","TOT","PC_NDI","A","2012",108.2649,
"FRA","HHDEBT","TOT","PC_NDI","A","2013",110.3357,
"FRA","HHDEBT","TOT","PC_NDI","A","2014",111.1832,
"FRA","HHDEBT","TOT","PC_NDI","A","2015",115.4928,
"FRA","HHDEBT","TOT","PC_NDI","A","2016",115.8367,
"FRA","HHDEBT","TOT","PC_NDI","A","2017",120.1192,
"FRA","HHDEBT","TOT","PC_NDI","A","2018",119.1402,
"DEU","HHDEBT","TOT","PC_NDI","A","2000",118.4232,
"DEU","HHDEBT","TOT","PC_NDI","A","2001",114.7619,
"DEU","HHDEBT","TOT","PC_NDI","A","2002",116.0388,
"DEU","HHDEBT","TOT","PC_NDI","A","2003",114.5731,
"DEU","HHDEBT","TOT","PC_NDI","A","2004",112.8574,
"DEU","HHDEBT","TOT","PC_NDI","A","2005",110.7233,
"DEU","HHDEBT","TOT","PC_NDI","A","2006",108.1574,
"DEU","HHDEBT","TOT","PC_NDI","A","2007",105.1233,
"DEU","HHDEBT","TOT","PC_NDI","A","2008",101.8345,
"DEU","HHDEBT","TOT","PC_NDI","A","2009",102.595,
"DEU","HHDEBT","TOT","PC_NDI","A","2010",100.595,
"DEU","HHDEBT","TOT","PC_NDI","A","2011",98.38264,
"DEU","HHDEBT","TOT","PC_NDI","A","2012",97.21162,
"DEU","HHDEBT","TOT","PC_NDI","A","2013",96.55417,
"DEU","HHDEBT","TOT","PC_NDI","A","2014",95.58514,
"DEU","HHDEBT","TOT","PC_NDI","A","2015",95.06364,
"DEU","HHDEBT","TOT","PC_NDI","A","2016",94.81087,
"DEU","HHDEBT","TOT","PC_NDI","A","2017",95.207,
"DEU","HHDEBT","TOT","PC_NDI","A","2018",95.4088,
"GRC","HHDEBT","TOT","PC_NDI","A","2000",30.77404,
"GRC","HHDEBT","TOT","PC_NDI","A","2001",37.76244,
"GRC","HHDEBT","TOT","PC_NDI","A","2002",44.12453,
"GRC","HHDEBT","TOT","PC_NDI","A","2003",48.09981,
"GRC","HHDEBT","TOT","PC_NDI","A","2004",55.76629,
"GRC","HHDEBT","TOT","PC_NDI","A","2005",67.88847,
"GRC","HHDEBT","TOT","PC_NDI","A","2006",74.68868,
"GRC","HHDEBT","TOT","PC_NDI","A","2007",83.22095,
"GRC","HHDEBT","TOT","PC_NDI","A","2008",87.37041,
"GRC","HHDEBT","TOT","PC_NDI","A","2009",88.13039,
"GRC","HHDEBT","TOT","PC_NDI","A","2010",105.6753,
"GRC","HHDEBT","TOT","PC_NDI","A","2011",112.0521,
"GRC","HHDEBT","TOT","PC_NDI","A","2012",120.2698,
"GRC","HHDEBT","TOT","PC_NDI","A","2013",123.243,
"GRC","HHDEBT","TOT","PC_NDI","A","2014",116.8767,
"GRC","HHDEBT","TOT","PC_NDI","A","2015",114.9612,
"GRC","HHDEBT","TOT","PC_NDI","A","2016",111.4644,
"GRC","HHDEBT","TOT","PC_NDI","A","2017",106.6455,
"GRC","HHDEBT","TOT","PC_NDI","A","2018",105.6434,
"HUN","HHDEBT","TOT","PC_NDI","A","2000",20.3439,
"HUN","HHDEBT","TOT","PC_NDI","A","2001",23.65935,
"HUN","HHDEBT","TOT","PC_NDI","A","2002",30.49515,
"HUN","HHDEBT","TOT","PC_NDI","A","2003",39.10171,
"HUN","HHDEBT","TOT","PC_NDI","A","2004",43.63164,
"HUN","HHDEBT","TOT","PC_NDI","A","2005",49.06572,
"HUN","HHDEBT","TOT","PC_NDI","A","2006",55.34837,
"HUN","HHDEBT","TOT","PC_NDI","A","2007",63.83592,
"HUN","HHDEBT","TOT","PC_NDI","A","2008",77.12398,
"HUN","HHDEBT","TOT","PC_NDI","A","2009",77.8321,
"HUN","HHDEBT","TOT","PC_NDI","A","2010",82.08855,
"HUN","HHDEBT","TOT","PC_NDI","A","2011",75.48238,
"HUN","HHDEBT","TOT","PC_NDI","A","2012",64.85025,
"HUN","HHDEBT","TOT","PC_NDI","A","2013",58.94546,
"HUN","HHDEBT","TOT","PC_NDI","A","2014",56.017,
"HUN","HHDEBT","TOT","PC_NDI","A","2015",48.76175,
"HUN","HHDEBT","TOT","PC_NDI","A","2016",46.29287,
"HUN","HHDEBT","TOT","PC_NDI","A","2017",43.48033,
"HUN","HHDEBT","TOT","PC_NDI","A","2018",41.99694,
"IRL","HHDEBT","TOT","PC_NDI","A","2001",110.6587,
"IRL","HHDEBT","TOT","PC_NDI","A","2002",126.0535,
"IRL","HHDEBT","TOT","PC_NDI","A","2003",146.1108,
"IRL","HHDEBT","TOT","PC_NDI","A","2004",168.8611,
"IRL","HHDEBT","TOT","PC_NDI","A","2005",199.3439,
"IRL","HHDEBT","TOT","PC_NDI","A","2006",222.8291,
"IRL","HHDEBT","TOT","PC_NDI","A","2007",233.3936,
"IRL","HHDEBT","TOT","PC_NDI","A","2008",228.5819,
"IRL","HHDEBT","TOT","PC_NDI","A","2009",237.0647,
"IRL","HHDEBT","TOT","PC_NDI","A","2010",230.1346,
"IRL","HHDEBT","TOT","PC_NDI","A","2011",236.6211,
"IRL","HHDEBT","TOT","PC_NDI","A","2012",219.7182,
"IRL","HHDEBT","TOT","PC_NDI","A","2013",213.7935,
"IRL","HHDEBT","TOT","PC_NDI","A","2014",199.2106,
"IRL","HHDEBT","TOT","PC_NDI","A","2015",180.1845,
"IRL","HHDEBT","TOT","PC_NDI","A","2016",163.4157,
"IRL","HHDEBT","TOT","PC_NDI","A","2017",152.5828,
"IRL","HHDEBT","TOT","PC_NDI","A","2018",138.9758,
"ITA","HHDEBT","TOT","PC_NDI","A","2000",53.00388,
"ITA","HHDEBT","TOT","PC_NDI","A","2001",55.15215,
"ITA","HHDEBT","TOT","PC_NDI","A","2002",58.04042,
"ITA","HHDEBT","TOT","PC_NDI","A","2003",61.2718,
"ITA","HHDEBT","TOT","PC_NDI","A","2004",65.03957,
"ITA","HHDEBT","TOT","PC_NDI","A","2005",70.17576,
"ITA","HHDEBT","TOT","PC_NDI","A","2006",75.0947,
"ITA","HHDEBT","TOT","PC_NDI","A","2007",79.25967,
"ITA","HHDEBT","TOT","PC_NDI","A","2008",80.81123,
"ITA","HHDEBT","TOT","PC_NDI","A","2009",85.69254,
"ITA","HHDEBT","TOT","PC_NDI","A","2010",89.52708,
"ITA","HHDEBT","TOT","PC_NDI","A","2011",89.02158,
"ITA","HHDEBT","TOT","PC_NDI","A","2012",91.06381,
"ITA","HHDEBT","TOT","PC_NDI","A","2013",89.69978,
"ITA","HHDEBT","TOT","PC_NDI","A","2014",88.82302,
"ITA","HHDEBT","TOT","PC_NDI","A","2015",87.85457,
"ITA","HHDEBT","TOT","PC_NDI","A","2016",87.69315,
"ITA","HHDEBT","TOT","PC_NDI","A","2017",87.19188,
"ITA","HHDEBT","TOT","PC_NDI","A","2018",87.20979,
"ITA","HHDEBT","TOT","PC_NDI","A","2019",88.15148,
"JPN","HHDEBT","TOT","PC_NDI","A","2000",114.9146,
"JPN","HHDEBT","TOT","PC_NDI","A","2001",117.105,
"JPN","HHDEBT","TOT","PC_NDI","A","2002",115.2551,
"JPN","HHDEBT","TOT","PC_NDI","A","2003",114.8379,
"JPN","HHDEBT","TOT","PC_NDI","A","2004",113.6992,
"JPN","HHDEBT","TOT","PC_NDI","A","2005",111.4225,
"JPN","HHDEBT","TOT","PC_NDI","A","2006",108.9206,
"JPN","HHDEBT","TOT","PC_NDI","A","2007",108.3139,
"JPN","HHDEBT","TOT","PC_NDI","A","2008",109.3553,
"JPN","HHDEBT","TOT","PC_NDI","A","2009",107.0238,
"JPN","HHDEBT","TOT","PC_NDI","A","2010",106.8107,
"JPN","HHDEBT","TOT","PC_NDI","A","2011",102.8086,
"JPN","HHDEBT","TOT","PC_NDI","A","2012",102.8726,
"JPN","HHDEBT","TOT","PC_NDI","A","2013",104.3684,
"JPN","HHDEBT","TOT","PC_NDI","A","2014",104.8338,
"JPN","HHDEBT","TOT","PC_NDI","A","2015",104.4247,
"JPN","HHDEBT","TOT","PC_NDI","A","2016",105.2214,
"JPN","HHDEBT","TOT","PC_NDI","A","2017",107.9482,
"JPN","HHDEBT","TOT","PC_NDI","A","2018",107.0214,
"KOR","HHDEBT","TOT","PC_NDI","A","2008",138.4568,
"KOR","HHDEBT","TOT","PC_NDI","A","2009",143.0346,
"KOR","HHDEBT","TOT","PC_NDI","A","2010",147.5311,
"KOR","HHDEBT","TOT","PC_NDI","A","2011",152.9024,
"KOR","HHDEBT","TOT","PC_NDI","A","2012",153.9483,
"KOR","HHDEBT","TOT","PC_NDI","A","2013",154.88,
"KOR","HHDEBT","TOT","PC_NDI","A","2014",158.0058,
"KOR","HHDEBT","TOT","PC_NDI","A","2015",162.2843,
"KOR","HHDEBT","TOT","PC_NDI","A","2016",174.5221,
"KOR","HHDEBT","TOT","PC_NDI","A","2017",181.8061,
"KOR","HHDEBT","TOT","PC_NDI","A","2018",185.1298,
"KOR","HHDEBT","TOT","PC_NDI","A","2019",190.6353,
"LUX","HHDEBT","TOT","PC_NDI","A","2000",91.15759,
"LUX","HHDEBT","TOT","PC_NDI","A","2001",91.00449,
"LUX","HHDEBT","TOT","PC_NDI","A","2002",89.70683,
"LUX","HHDEBT","TOT","PC_NDI","A","2003",98.41307,
"LUX","HHDEBT","TOT","PC_NDI","A","2004",104.3148,
"LUX","HHDEBT","TOT","PC_NDI","A","2005",114.1022,
"LUX","HHDEBT","TOT","PC_NDI","A","2006",123.7492,
"LUX","HHDEBT","TOT","PC_NDI","A","2007",142.8923,
"LUX","HHDEBT","TOT","PC_NDI","A","2008",146.996,
"LUX","HHDEBT","TOT","PC_NDI","A","2009",149.437,
"LUX","HHDEBT","TOT","PC_NDI","A","2010",154.7546,
"LUX","HHDEBT","TOT","PC_NDI","A","2011",162.1329,
"LUX","HHDEBT","TOT","PC_NDI","A","2012",165.5913,
"LUX","HHDEBT","TOT","PC_NDI","A","2013",165.5674,
"LUX","HHDEBT","TOT","PC_NDI","A","2014",168.8813,
"LUX","HHDEBT","TOT","PC_NDI","A","2015",175.9897,
"LUX","HHDEBT","TOT","PC_NDI","A","2016",183.333,
"LUX","HHDEBT","TOT","PC_NDI","A","2017",184.5839,
"LUX","HHDEBT","TOT","PC_NDI","A","2018",190.1082,
"NLD","HHDEBT","TOT","PC_NDI","A","2000",202.8762,
"NLD","HHDEBT","TOT","PC_NDI","A","2001",197.7983,
"NLD","HHDEBT","TOT","PC_NDI","A","2002",208.2484,
"NLD","HHDEBT","TOT","PC_NDI","A","2003",226.1008,
"NLD","HHDEBT","TOT","PC_NDI","A","2004",235.9654,
"NLD","HHDEBT","TOT","PC_NDI","A","2005",252.7752,
"NLD","HHDEBT","TOT","PC_NDI","A","2006",254.7489,
"NLD","HHDEBT","TOT","PC_NDI","A","2007",260.4739,
"NLD","HHDEBT","TOT","PC_NDI","A","2008",268.9007,
"NLD","HHDEBT","TOT","PC_NDI","A","2009",281.5238,
"NLD","HHDEBT","TOT","PC_NDI","A","2010",285.7456,
"NLD","HHDEBT","TOT","PC_NDI","A","2011",278.8643,
"NLD","HHDEBT","TOT","PC_NDI","A","2012",277.1844,
"NLD","HHDEBT","TOT","PC_NDI","A","2013",272.3065,
"NLD","HHDEBT","TOT","PC_NDI","A","2014",258.432,
"NLD","HHDEBT","TOT","PC_NDI","A","2015",255.8936,
"NLD","HHDEBT","TOT","PC_NDI","A","2016",250.8753,
"NLD","HHDEBT","TOT","PC_NDI","A","2017",248.9529,
"NLD","HHDEBT","TOT","PC_NDI","A","2018",241.244,
"NLD","HHDEBT","TOT","PC_NDI","A","2019",235.6637,
"NOR","HHDEBT","TOT","PC_NDI","A","2000",135.2832,
"NOR","HHDEBT","TOT","PC_NDI","A","2001",148.205,
"NOR","HHDEBT","TOT","PC_NDI","A","2002",147.8273,
"NOR","HHDEBT","TOT","PC_NDI","A","2003",151.3896,
"NOR","HHDEBT","TOT","PC_NDI","A","2004",161.004,
"NOR","HHDEBT","TOT","PC_NDI","A","2005",166.6689,
"NOR","HHDEBT","TOT","PC_NDI","A","2006",198.4706,
"NOR","HHDEBT","TOT","PC_NDI","A","2007",207.1812,
"NOR","HHDEBT","TOT","PC_NDI","A","2008",207.3286,
"NOR","HHDEBT","TOT","PC_NDI","A","2009",206.447,
"NOR","HHDEBT","TOT","PC_NDI","A","2010",211.8532,
"NOR","HHDEBT","TOT","PC_NDI","A","2011",216.2688,
"NOR","HHDEBT","TOT","PC_NDI","A","2012",220.3345,
"NOR","HHDEBT","TOT","PC_NDI","A","2013",222.2172,
"NOR","HHDEBT","TOT","PC_NDI","A","2014",224.9116,
"NOR","HHDEBT","TOT","PC_NDI","A","2015",220.9512,
"NOR","HHDEBT","TOT","PC_NDI","A","2016",230.872,
"NOR","HHDEBT","TOT","PC_NDI","A","2017",236.8563,
"NOR","HHDEBT","TOT","PC_NDI","A","2018",239.2673,
"POL","HHDEBT","TOT","PC_NDI","A","2000",11.78214,
"POL","HHDEBT","TOT","PC_NDI","A","2001",17.70842,
"POL","HHDEBT","TOT","PC_NDI","A","2002",22.29421,
"POL","HHDEBT","TOT","PC_NDI","A","2003",19.72203,
"POL","HHDEBT","TOT","PC_NDI","A","2004",21.60185,
"POL","HHDEBT","TOT","PC_NDI","A","2005",25.08524,
"POL","HHDEBT","TOT","PC_NDI","A","2006",31.25392,
"POL","HHDEBT","TOT","PC_NDI","A","2007",39.40102,
"POL","HHDEBT","TOT","PC_NDI","A","2008",51.49519,
"POL","HHDEBT","TOT","PC_NDI","A","2009",52.74522,
"POL","HHDEBT","TOT","PC_NDI","A","2010",57.22645,
"POL","HHDEBT","TOT","PC_NDI","A","2011",60.47977,
"POL","HHDEBT","TOT","PC_NDI","A","2012",58.42224,
"POL","HHDEBT","TOT","PC_NDI","A","2013",60.07999,
"POL","HHDEBT","TOT","PC_NDI","A","2014",61.73004,
"POL","HHDEBT","TOT","PC_NDI","A","2015",63.79037,
"POL","HHDEBT","TOT","PC_NDI","A","2016",63.57063,
"POL","HHDEBT","TOT","PC_NDI","A","2017",61.57058,
"POL","HHDEBT","TOT","PC_NDI","A","2018",63.06721,
"PRT","HHDEBT","TOT","PC_NDI","A","2000",106.6021,
"PRT","HHDEBT","TOT","PC_NDI","A","2001",114.3024,
"PRT","HHDEBT","TOT","PC_NDI","A","2002",119.0201,
"PRT","HHDEBT","TOT","PC_NDI","A","2003",125.0183,
"PRT","HHDEBT","TOT","PC_NDI","A","2004",131.7297,
"PRT","HHDEBT","TOT","PC_NDI","A","2005",138.2117,
"PRT","HHDEBT","TOT","PC_NDI","A","2006",146.3706,
"PRT","HHDEBT","TOT","PC_NDI","A","2007",150.6167,
"PRT","HHDEBT","TOT","PC_NDI","A","2008",149.6765,
"PRT","HHDEBT","TOT","PC_NDI","A","2009",150.3206,
"PRT","HHDEBT","TOT","PC_NDI","A","2010",149.3176,
"PRT","HHDEBT","TOT","PC_NDI","A","2011",157.0456,
"PRT","HHDEBT","TOT","PC_NDI","A","2012",155.217,
"PRT","HHDEBT","TOT","PC_NDI","A","2013",150.2744,
"PRT","HHDEBT","TOT","PC_NDI","A","2014",147.6679,
"PRT","HHDEBT","TOT","PC_NDI","A","2015",140.8354,
"PRT","HHDEBT","TOT","PC_NDI","A","2016",134.0091,
"PRT","HHDEBT","TOT","PC_NDI","A","2017",130.7384,
"PRT","HHDEBT","TOT","PC_NDI","A","2018",125.4426,
"PRT","HHDEBT","TOT","PC_NDI","A","2019",122.2426,
"SVK","HHDEBT","TOT","PC_NDI","A","2000",39.77348,
"SVK","HHDEBT","TOT","PC_NDI","A","2001",39.22822,
"SVK","HHDEBT","TOT","PC_NDI","A","2002",40.92759,
"SVK","HHDEBT","TOT","PC_NDI","A","2003",41.39043,
"SVK","HHDEBT","TOT","PC_NDI","A","2004",34.6585,
"SVK","HHDEBT","TOT","PC_NDI","A","2005",37.3141,
"SVK","HHDEBT","TOT","PC_NDI","A","2006",36.21619,
"SVK","HHDEBT","TOT","PC_NDI","A","2007",40.09341,
"SVK","HHDEBT","TOT","PC_NDI","A","2008",48.9555,
"SVK","HHDEBT","TOT","PC_NDI","A","2009",45.84687,
"SVK","HHDEBT","TOT","PC_NDI","A","2010",47.05899,
"SVK","HHDEBT","TOT","PC_NDI","A","2011",50.8096,
"SVK","HHDEBT","TOT","PC_NDI","A","2012",56.67555,
"SVK","HHDEBT","TOT","PC_NDI","A","2013",60.56353,
"SVK","HHDEBT","TOT","PC_NDI","A","2014",65.25598,
"SVK","HHDEBT","TOT","PC_NDI","A","2015",68.66463,
"SVK","HHDEBT","TOT","PC_NDI","A","2016",73.90639,
"SVK","HHDEBT","TOT","PC_NDI","A","2017",78.24285,
"SVK","HHDEBT","TOT","PC_NDI","A","2018",78.7179,
"SVK","HHDEBT","TOT","PC_NDI","A","2019",80.5075,
"ESP","HHDEBT","TOT","PC_NDI","A","2000",84.66525,
"ESP","HHDEBT","TOT","PC_NDI","A","2001",87.19019,
"ESP","HHDEBT","TOT","PC_NDI","A","2002",94.61031,
"ESP","HHDEBT","TOT","PC_NDI","A","2003",102.7121,
"ESP","HHDEBT","TOT","PC_NDI","A","2004",114.5074,
"ESP","HHDEBT","TOT","PC_NDI","A","2005",126.9269,
"ESP","HHDEBT","TOT","PC_NDI","A","2006",142.1469,
"ESP","HHDEBT","TOT","PC_NDI","A","2007",149.1548,
"ESP","HHDEBT","TOT","PC_NDI","A","2008",146.4012,
"ESP","HHDEBT","TOT","PC_NDI","A","2009",145.9195,
"ESP","HHDEBT","TOT","PC_NDI","A","2010",145.9475,
"ESP","HHDEBT","TOT","PC_NDI","A","2011",140.2461,
"ESP","HHDEBT","TOT","PC_NDI","A","2012",141.8113,
"ESP","HHDEBT","TOT","PC_NDI","A","2013",134.1725,
"ESP","HHDEBT","TOT","PC_NDI","A","2014",128.3346,
"ESP","HHDEBT","TOT","PC_NDI","A","2015",118.9835,
"ESP","HHDEBT","TOT","PC_NDI","A","2016",114.3275,
"ESP","HHDEBT","TOT","PC_NDI","A","2017",110.6663,
"ESP","HHDEBT","TOT","PC_NDI","A","2018",106.8852,
"SWE","HHDEBT","TOT","PC_NDI","A","2000",109.7531,
"SWE","HHDEBT","TOT","PC_NDI","A","2001",120.6948,
"SWE","HHDEBT","TOT","PC_NDI","A","2002",122.9658,
"SWE","HHDEBT","TOT","PC_NDI","A","2003",129.078,
"SWE","HHDEBT","TOT","PC_NDI","A","2004",138.8422,
"SWE","HHDEBT","TOT","PC_NDI","A","2005",147.8475,
"SWE","HHDEBT","TOT","PC_NDI","A","2006",153.9934,
"SWE","HHDEBT","TOT","PC_NDI","A","2007",157.4587,
"SWE","HHDEBT","TOT","PC_NDI","A","2008",157.9275,
"SWE","HHDEBT","TOT","PC_NDI","A","2009",164.0185,
"SWE","HHDEBT","TOT","PC_NDI","A","2010",169.316,
"SWE","HHDEBT","TOT","PC_NDI","A","2011",168.381,
"SWE","HHDEBT","TOT","PC_NDI","A","2012",166.3069,
